,Unnamed: 0,hostel_name,hostel_link,city,price,distance,summary_score,rating_band,value_for_money,security,location,staff,atmosphere,cleanliness,facilities,Free,General,Services,Food & Drink,Entertainment,latitude,longitude
70,70,Osaka Guesthouse Hive,https://www.hostelworld.com/hosteldetails.php/Osaka-Guesthouse-Hive/Osaka/264049,Osaka,18.87,1.3,6.7,Good,8.0,7.3,8.0,6.7,5.3,5.3,6.0,"['Free Breakfast', 'Free City Maps', 'Free Internet Access', 'Free WiFi', 'Linen Included']","['Adaptors', 'Air Conditioning', 'Bicycle Parking', 'Common Room', 'Cooker', 'Dryer', 'Elevator', 'Fridge/Freezer', 'Hair Dryers', 'Hair Dryers For Hire', 'Hot Showers', 'Iron / Ironing Board', 'Microwave', 'Outdoor Terrace', 'Reading Light', 'Safe Deposit Box', 'Security Lockers', 'Self-Catering Facilities', 'Towels Not Included', 'Washing Machine']","['24 Hour Security', 'Bicycle Hire', 'Fax Service', 'Housekeeping', 'Internet Access', 'Laundry Facilities', 'Luggage Storage', 'Reception (limited hours)', 'Towels for hire']","['Tea & Coffee Making Facilities', 'Vending Machines']","['PlayStation', 'Wi-Fi']",34.70218,135.48943
71,71,The Pax Hostel/Records/More,https://www.hostelworld.com/hosteldetails.php/The-Pax-Hostel-Records-More/Osaka/270406,Osaka,18.87,6.0,10.0,Superb,10.0,10.0,10.0,10.0,10.0,10.0,10.0,"['Free City Maps', 'Free Internet Access', 'Free WiFi', 'Linen Included']","['Adaptors', 'Air Conditioning', 'Breakfast Not Included', 'Card Phones', 'Common Room', 'Cooker', 'Dryer', 'Fridge/Freezer', 'Hair Dryers', 'Hair Dryers For Hire', 'Hot Showers', 'Iron / Ironing Board', 'Microwave', 'Reading Light', 'Safe Deposit Box', 'Self-Catering Facilities', 'Utensils', 'Washing Machine']","['Bicycle Hire', 'Housekeeping', 'Internet Access', 'Late check-out', 'Luggage Storage', 'Reception (limited hours)', 'Towels for hire']","['Bar', 'Cafe', 'Tea & Coffee Making Facilities']",,34.65266,135.50543
72,72,Hostel Mitsuwaya Osaka,https://www.hostelworld.com/hosteldetails.php/Hostel-Mitsuwaya-Osaka/Osaka/265633,Osaka,26.25,4.1,10.0,Superb,10.0,10.0,10.0,10.0,10.0,10.0,10.0,"['Free City Maps', 'Free WiFi', 'Linen Included']","['Adaptors', 'Air Conditioning', 'Bicycle Parking', 'Book Exchange', 'Breakfast Not Included', 'Common Room', 'Cooker', 'Dryer', 'Fridge/Freezer', 'Hair Dryers', 'Hair Dryers For Hire', 'Hot Showers', 'Iron / Ironing Board', 'Microwave', 'Outdoor Terrace', 'Reading Light', 'Safe Deposit Box', 'Security Lockers', 'Self-Catering Facilities', 'Utensils', 'Washing Machine']","['24 Hour Security', 'Bicycle Hire', 'Housekeeping', 'Internet Access', 'Laundry Facilities', 'Luggage Storage', 'Towels for hire']","['Tea & Coffee Making Facilities', 'Vending Machines']","['Board Games', 'Wi-Fi']",34.67112,135.51147
73,73,The Stay Osaka Shinsaibashi,https://www.hostelworld.com/hosteldetails.php/The-Stay-Osaka-Shinsaibashi/Osaka/299208,Osaka,13.62,3.7,9.0,Superb,8.7,8.0,10.0,9.3,8.7,8.7,9.3,"['Free City Maps', 'Free Internet Access', 'Free WiFi', 'Linen Included', 'Towels Included']","['Air Conditioning', 'Breakfast Not Included', 'Common Room', 'Cooker', 'Dryer', 'Elevator', 'Fridge/Freezer', 'Hair Dryers', 'Hot Showers', 'Key Card Access', 'Microwave', 'Reading Light', 'Security Lockers', 'Towels Not Included', 'Washing Machine']","['Internet Access', 'Luggage Storage', 'Reception (limited hours)', 'Towels for hire']","['Bar', 'Tea & Coffee Making Facilities', 'Vending Machines']","['Board Games', 'Wi-Fi']",34.67331,135.50767
74,74,Shin-Osaka Tomato Guest House,https://www.hostelworld.com/hosteldetails.php/Shin-Osaka-Tomato-Guest-House/Osaka/78230,Osaka,11.9,1.9,8.6,Fabulous,10.0,10.0,8.0,8.0,8.0,8.0,8.0,"['Free WiFi', 'Linen Included']","['Adaptors', 'Air Conditioning', 'Bicycle Parking', 'Breakfast Not Included', 'Common Room', 'Hair Dryers', 'Hair Dryers For Hire', 'Hot Showers', 'Self-Catering Facilities', 'Washing Machine']","['24 Hour Security', 'Laundry Facilities', 'Towels for hire']",,,34.72298,135.49593
75,75,J-Hoppers Osaka Universal,https://www.hostelworld.com/hosteldetails.php/J-Hoppers-Osaka-Universal/Osaka/264538,Osaka,20.3,6.4,10.0,Superb,10.0,10.0,10.0,10.0,10.0,10.0,10.0,"['Free City Maps', 'Free Internet Access', 'Free WiFi', 'Linen Included']","['Adaptors', 'Air Conditioning', 'Bicycle Parking', 'Book Exchange', 'Breakfast Not Included', ""Children's Play Area"", 'Common Room', 'Cooker', 'Dryer', 'Fridge/Freezer', 'Hair Dryers', 'Hair Dryers For Hire', 'Hot Showers', 'Iron / Ironing Board', 'Outdoor Terrace', 'Parking', 'Reading Light', 'Safe Deposit Box', 'Security Lockers', 'Self-Catering Facilities', 'Towels Not Included', 'Utensils', 'Washing Machine']","['24 Hour Security', 'Bicycle Hire', 'Fax Service', 'Internet Access', 'Laundry Facilities', 'Luggage Storage', 'Reception (limited hours)', 'Towels for hire']","['Tea & Coffee Making Facilities', 'Vending Machines']","['Board Games', 'Wi-Fi']",34.67668,135.44155
76,76,Qoo Hostel Osaka,https://www.hostelworld.com/hosteldetails.php/Qoo-Hostel-Osaka/Osaka/293350,Osaka,12.31,5.5,7.9,Very good,8.7,8.0,8.7,8.0,8.0,6.7,7.3,"['Free Internet Access', 'Free WiFi', 'Linen Included']","[""Children's Play Area"", 'Common Room', 'Cooker', 'Elevator', 'Fridge/Freezer', 'Hair Dryers For Hire', 'Hot Showers', 'Iron / Ironing Board', 'Key Card Access', 'Security Lockers', 'Utensils', 'Washing Machine']","['24 Hour Security', 'Bicycle Hire', 'Fax Service', 'Laundry Facilities', 'Reception (limited hours)']",['Bar'],"['Games Room', 'Wi-Fi']",34.65702,135.50542
77,77,Beehive Hostel Osaka,https://www.hostelworld.com/hosteldetails.php/Beehive-Hostel-Osaka/Osaka/265783,Osaka,23.79,3.4,10.0,Superb,10.0,10.0,10.0,10.0,10.0,10.0,10.0,"['Free Breakfast', 'Free City Maps', 'Free Internet Access', 'Free WiFi', 'Linen Included']","['Adaptors', 'Air Conditioning', 'Bicycle Parking', 'Common Room', 'Cooker', 'Dryer', 'Elevator', 'Fridge/Freezer', 'Hair Dryers', 'Hot Showers', 'Microwave', 'Outdoor Terrace', 'Reading Light', 'Security Lockers', 'Self-Catering Facilities', 'Utensils', 'Washing Machine']","['Bicycle Hire', 'Housekeeping', 'Internet Access', 'Late check-out', 'Laundry Facilities', 'Luggage Storage', 'Postal Service', 'Reception (limited hours)', 'Towels for hire']","['Tea & Coffee Making Facilities', 'Vending Machines']","['Board Games', 'Wi-Fi']",34.67691,135.50843
78,78,Mad Cat Hostel Osaka & Bar,https://www.hostelworld.com/hosteldetails.php/Mad-Cat-Hostel-Osaka-and-Bar/Osaka/299246,Osaka,14.36,8.0,10.0,Superb,10.0,10.0,10.0,10.0,10.0,10.0,10.0,['Free WiFi'],"['Air Conditioning', 'Breakfast Not Included', 'Ceiling Fan', 'Common Room', 'Dryer', 'Fridge/Freezer', 'Hair Dryers', 'Hot Showers', 'Microwave', 'Reading Light', 'Security Lockers', 'Towels Not Included', 'Utensils', 'Washing Machine']","['Laundry Facilities', 'Luggage Storage', 'Reception (limited hours)', 'Towels for hire']",['Bar'],['Wi-Fi'],34.63473,135.51023
79,79,Guesthouse U-En,https://www.hostelworld.com/hosteldetails.php/Guesthouse-U-En/Osaka/82892,Osaka,18.87,2.0,9.4,Superb,10.0,8.0,10.0,10.0,10.0,10.0,8.0,"['Free City Maps', 'Free Internet Access', 'Free WiFi', 'Linen Included']","['Adaptors', 'Air Conditioning', 'Bicycle Parking', 'Breakfast Not Included', 'Common Room', 'Hair Dryers', 'Hair Dryers For Hire', 'Hot Showers', 'Reading Light', 'Security Lockers', 'Self-Catering Facilities', 'Washing Machine']","['24 Hour Security', 'Bicycle Hire', 'Internet Access', 'Laundry Facilities', 'Luggage Storage', 'Tours/Travel Desk', 'Towels for hire']","['Bar', 'Cafe', 'Meals Available', 'Restaurant', 'Tea & Coffee Making Facilities']",,34.69463,135.48646
80,80,Air Osaka Hostel,https://www.hostelworld.com/hosteldetails.php/Air-Osaka-Hostel/Osaka/96425,Osaka,13.13,9.7,9.6,Superb,10.0,9.5,9.5,10.0,10.0,9.5,9.0,"['Free City Maps', 'Free Internet Access', 'Free WiFi', 'Linen Included']","['Adaptors', 'Air Conditioning', 'Bicycle Parking', 'Book Exchange', 'Common Room', 'Cooker', 'Fridge/Freezer', 'Hair Dryers', 'Hot Showers', 'Hot Tub', 'Jobs Board', 'Microwave', 'Outdoor Terrace', 'Reading Light', 'Safe Deposit Box', 'Security Lockers', 'Self-Catering Facilities', 'Utensils', 'Washing Machine']","['24 Hour Security', 'Bicycle Hire', 'Express check-in / out', 'Fax Service', 'Housekeeping', 'Internet Access', 'Late check-out', 'Laundry Facilities', 'Luggage Storage', 'Reception (limited hours)', 'Towels for hire']","['Bar', 'Cafe', 'Meals Available', 'Tea & Coffee Making Facilities']","['Board Games', 'Wi-Fi']",34.62093,135.47598
81,81,Khaosan World Tennoji Hostel,https://www.hostelworld.com/hosteldetails.php/Khaosan-World-Tennoji-Hostel/Osaka/275476,Osaka,18.87,6.6,8.8,Fabulous,9.3,9.3,8.0,9.3,7.3,9.3,8.7,"['Free City Maps', 'Free Internet Access', 'Free WiFi', 'Linen Included', 'Towels Included']","['Adaptors', 'Air Conditioning', 'Card Phones', 'Common Room', 'Cooker', 'Dryer', 'Elevator', 'Follows Covid-19 sanitation guidance', 'Fridge/Freezer', 'Hair Dryers', 'Hot Showers', 'Key Card Access', 'Microwave', 'Parking', 'Safe Deposit Box', 'Security Lockers', 'Self-Catering Facilities', 'Utensils', 'Washing Machine']","['24 Hour Security', 'Internet Access', 'Late check-out', 'Laundry Facilities', 'Luggage Storage', 'Reception (limited hours)']","['Tea & Coffee Making Facilities', 'Vending Machines']","['Board Games', 'Wi-Fi']",34.64927,135.51692
82,82,Guest House Matsu,https://www.hostelworld.com/hosteldetails.php/Guest-House-Matsu/Osaka/277737,Osaka,15.59,7.4,10.0,Superb,10.0,10.0,10.0,10.0,10.0,10.0,10.0,"['Free Internet Access', 'Free WiFi', 'Linen Included']","['Air Conditioning', 'Bicycle Parking', 'Breakfast Not Included', 'Common Room', 'Cooker', 'Fridge/Freezer', 'Hair Dryers', 'Hot Showers', 'Iron / Ironing Board', 'Microwave', 'Outdoor Terrace', 'Safe Deposit Box', 'Security Lockers', 'Self-Catering Facilities', 'Towels Not Included', 'Utensils']","['Bicycle Hire', 'Housekeeping', 'Internet Access', 'Luggage Storage', 'Reception (limited hours)', 'Towels for hire']","['Bar', 'Cafe', 'Tea & Coffee Making Facilities']","['Wi-Fi', 'Wii']",34.64064,135.49512
83,83,Santiago Guesthouse Hiroshima,https://www.hostelworld.com/hosteldetails.php/Santiago-Guesthouse-Hiroshima/Hiroshima/100757,Hiroshima,16.41,0.7,9.4,Superb,10.0,8.8,9.8,9.2,9.4,8.8,9.6,"['Free City Maps', 'Free Internet Access', 'Free WiFi', 'Linen Included']","['Air Conditioning', 'Breakfast Not Included', 'Common Room', 'Dryer', 'Elevator', 'Fridge/Freezer', 'Hair Dryers', 'Microwave', 'Outdoor Terrace', 'Reading Light', 'Safe Deposit Box', 'Security Lockers', 'Self-Catering Facilities', 'Towels Not Included', 'Utensils', 'Washing Machine']","['Housekeeping', 'Laundry Facilities', 'Luggage Storage', 'Reception (limited hours)', 'Towels for hire']",,['Wi-Fi'],34.39024,132.46095
84,84,WeBase Hiroshima,https://www.hostelworld.com/hosteldetails.php/WeBase-Hiroshima/Hiroshima/302094,Hiroshima,22.15,0.7,9.4,Superb,10.0,10.0,10.0,8.0,8.0,10.0,10.0,['Free WiFi'],"['Air Conditioning', 'Breakfast Not Included', 'Common Room', 'Dryer', 'Elevator', 'Fridge/Freezer', 'Hair Dryers', 'Hot Showers', 'Iron / Ironing Board', 'Washing Machine']",['24 Hour Reception'],,['Wi-Fi'],34.38986,132.45795
85,85,Akicafe Inn Guesthouse,https://www.hostelworld.com/hosteldetails.php/Akicafe-Inn-Guesthouse/Hiroshima/71655,Hiroshima,16.41,2.2,8.7,Fabulous,8.7,8.7,8.7,8.7,8.0,9.3,8.7,"['Free City Maps', 'Free WiFi']","['Air Conditioning', 'Breakfast Not Included', 'Cable TV', 'Ceiling Fan', 'Common Room', 'Cooker', 'Fridge/Freezer', 'Hair Dryers', 'Hot Showers', 'Iron / Ironing Board', 'Microwave', 'Reading Light', 'Safe Deposit Box', 'Utensils', 'Washing Machine']","['Bicycle Hire', 'Laundry Facilities', 'Luggage Storage', 'Reception (limited hours)', 'Tours/Travel Desk', 'Towels for hire']","['Bar', 'Cafe', 'Meals Available']",,34.39504,132.4767
86,86,Hiroshima Hostel EN,https://www.hostelworld.com/hosteldetails.php/Hiroshima-Hostel-EN/Hiroshima/278400,Hiroshima,24.61,1.5,10.0,Superb,10.0,10.0,10.0,10.0,10.0,10.0,10.0,"['Free City Maps', 'Free Internet Access', 'Free WiFi', 'Linen Included']","['Air Conditioning', 'Breakfast Not Included', 'Common Room', 'Dryer', 'Fridge/Freezer', 'Hair Dryers', 'Hot Showers', 'Reading Light', 'Safe Deposit Box', 'Security Lockers', 'Washing Machine']","['Housekeeping', 'Internet Access', 'Laundry Facilities', 'Luggage Storage', 'Reception (limited hours)', 'Towels for hire']","['Bar', 'Meals Available']",['Wi-Fi'],34.40702,132.45039
87,87,The Evergreen Hostel,https://www.hostelworld.com/hosteldetails.php/The-Evergreen-Hostel/Hiroshima/267883,Hiroshima,16.41,1.5,9.7,Superb,10.0,10.0,10.0,10.0,8.0,10.0,10.0,"['Free City Maps', 'Free WiFi', 'Linen Included']","['Air Conditioning', 'Breakfast Not Included', 'Common Room', 'Cooker', 'Elevator', 'Fridge/Freezer', 'Hair Dryers', 'Hair Dryers For Hire', 'Hot Showers', 'Key Card Access', 'Microwave', 'Parking', 'Safe Deposit Box', 'Security Lockers', 'Self-Catering Facilities', 'Utensils', 'Washing Machine']","['Housekeeping', 'Internet Access', 'Laundry Facilities', 'Luggage Storage', 'Tours/Travel Desk', 'Towels for hire']","['Cafe', 'Tea & Coffee Making Facilities', 'Vending Machines']","['Foosball', 'Wi-Fi']",34.39666,132.44968
88,88,Common de Hostel & Bar,https://www.hostelworld.com/hosteldetails.php/Common-de-Hostel-and-Bar/Fukuoka/285851,Fukuoka,18.05,0.8,8.7,Fabulous,9.2,7.6,8.8,9.2,8.8,9.2,8.4,"['Free Internet Access', 'Free WiFi', 'Linen Included']","['Air Conditioning', 'Breakfast Not Included', 'Cooker', 'Fridge/Freezer', 'Hair Dryers', 'Hot Showers', 'Hot Tub', 'Microwave', 'Parking', 'Utensils']","['24 Hour Reception', '24 Hour Security', 'Bicycle Hire', 'Housekeeping', 'Internet Access', 'Luggage Storage']","['Bar', 'Cafe', 'Tea & Coffee Making Facilities']",['Wii'],33.59769,130.40334
89,89,HafH Fukuoka THE LIFE,https://www.hostelworld.com/hosteldetails.php/HafH-Fukuoka-THE-LIFE/Fukuoka/276460,Fukuoka,19.53,1.1,9.3,Superb,10.0,8.0,10.0,9.0,8.0,10.0,10.0,"['Free City Maps', 'Free WiFi', 'Linen Included']","['Adaptors', 'Air Conditioning', 'Bicycle Parking', 'Common Room', 'Cooker', 'Dryer', 'Fridge/Freezer', 'Hair Dryers', 'Hot Showers', 'Microwave', 'Reading Light', 'Safe Deposit Box', 'Security Lockers', 'Self-Catering Facilities', 'Towels Not Included', 'Utensils', 'Washing Machine']","['Bicycle Hire', 'Internet Access', 'Laundry Facilities', 'Luggage Storage', 'Reception (limited hours)', 'Towels for hire']","['Bar', 'Cafe', 'Meals Available', 'Restaurant']",['Wi-Fi'],33.58599,130.42264
90,90,UNPLAN Fukuoka,https://www.hostelworld.com/hosteldetails.php/UNPLAN-Fukuoka/Fukuoka/310474,Fukuoka,13.33,1.8,10.0,Superb,10.0,10.0,10.0,10.0,10.0,10.0,10.0,"['Free Breakfast', 'Free Internet Access', 'Free WiFi', 'Linen Included']","['Air Conditioning', 'Common Room', 'Cooker', 'Dryer', 'Elevator', 'Fridge/Freezer', 'Hair Dryers', 'Hair Dryers For Hire', 'Hot Showers', 'Iron / Ironing Board', 'Key Card Access', 'Microwave', 'Outdoor Terrace', 'Reading Light', 'Safe Deposit Box', 'Self-Catering Facilities', 'Utensils', 'Washing Machine']","['Internet Access', 'Laundry Facilities', 'Luggage Storage', 'Reception (limited hours)', 'Towels for hire']","['Cafe', 'Restaurant']","['Wi-Fi', 'Wii']",33.59038,130.37996
91,91,Fukuoka Guesthouse HIVE,https://www.hostelworld.com/hosteldetails.php/Fukuoka-Guesthouse-HIVE/Fukuoka/290680,Fukuoka,13.95,1.3,9.0,Superb,10.0,8.0,9.0,10.0,9.0,9.0,8.0,"['Free Breakfast', 'Free City Maps', 'Free Internet Access', 'Free WiFi', 'Linen Included']","['Adaptors', 'Air Conditioning', 'Bicycle Parking', 'Common Room', 'Cooker', 'Fridge/Freezer', 'Hair Dryers', 'Hot Showers', 'Microwave', 'Outdoor Terrace', 'Reading Light', 'Safe Deposit Box', 'Security Lockers', 'Utensils', 'Washing Machine']","['Bicycle Hire', 'Fax Service', 'Housekeeping', 'Internet Access', 'Late check-out', 'Laundry Facilities', 'Luggage Storage', 'Reception (limited hours)', 'Towels for hire']","['Bar', 'Cafe', 'Tea & Coffee Making Facilities']",['Wi-Fi'],33.59778,130.41172
92,92,Fukuoka Hana Hostel,https://www.hostelworld.com/hosteldetails.php/Fukuoka-Hana-Hostel/Fukuoka/71709,Fukuoka,20.51,1.0,9.1,Superb,10.0,10.0,10.0,8.0,8.0,8.0,10.0,"['Free City Maps', 'Free Internet Access', 'Free WiFi', 'Linen Included']","['Air Conditioning', 'Breakfast Not Included', 'Common Room', 'Hair Dryers', 'Hair Dryers For Hire', 'Hot Showers', 'Reading Light', 'Safe Deposit Box', 'Security Lockers', 'Self-Catering Facilities', 'Washing Machine']","['24 Hour Security', 'Bicycle Hire', 'Fax Service', 'Internet Access', 'Laundry Facilities', 'Luggage Storage', 'Towels for hire']","['Tea & Coffee Making Facilities', 'Vending Machines']",['Board Games'],33.59465,130.40871
93,93,WeBase HAKATA,https://www.hostelworld.com/hosteldetails.php/WeBase-HAKATA/Fukuoka/279321,Fukuoka,22.18,0.9,9.6,Superb,10.0,9.0,10.0,10.0,8.0,10.0,10.0,"['Free Breakfast', 'Free City Maps', 'Free Internet Access', 'Free WiFi', 'Linen Included', 'Towels Included']","['Adaptors', 'Air Conditioning', 'Cooker', 'Dryer', 'Elevator', 'Fridge/Freezer', 'Hair Dryers', 'Hot Showers', 'Iron / Ironing Board', 'Key Card Access', 'Meeting Rooms', 'Microwave', 'Outdoor Terrace', 'Parking', 'Reading Light', 'Security Lockers', 'Self-Catering Facilities', 'Utensils', 'Washing Machine']","['24 Hour Reception', '24 Hour Security', 'Bicycle Hire', 'Housekeeping', 'Internet Access', 'Laundry Facilities', 'Luggage Storage', 'Towels for hire']","['Tea & Coffee Making Facilities', 'Vending Machines']","['Board Games', 'Wi-Fi']",33.59591,130.40958
94,94,Fukuoka Guesthouse SHIP,https://www.hostelworld.com/hosteldetails.php/Fukuoka-Guesthouse-SHIP/Fukuoka/306417,Fukuoka,12.31,1.5,10.0,Superb,10.0,10.0,10.0,10.0,10.0,10.0,10.0,"['Free Breakfast', 'Free City Maps', 'Free Internet Access', 'Free WiFi', 'Linen Included']","['Adaptors', 'Air Conditioning', 'Bicycle Parking', 'Common Room', 'Cooker', 'Fridge/Freezer', 'Hair Dryers', 'Hair Dryers For Hire', 'Hot Showers', 'Microwave', 'Outdoor Terrace', 'Reading Light', 'Safe Deposit Box', 'Security Lockers', 'Washing Machine']","['Bicycle Hire', 'Fax Service', 'Housekeeping', 'Internet Access', 'Internet café', 'Late check-out', 'Laundry Facilities', 'Luggage Storage', 'Reception (limited hours)', 'Towels for hire']","['Bar', 'Cafe', 'Tea & Coffee Making Facilities']",['Wi-Fi'],33.60275,130.40516
95,95,Hostel TOKI,https://www.hostelworld.com/hosteldetails.php/Hostel-TOKI/Fukuoka/286150,Fukuoka,18.87,2.2,9.7,Superb,10.0,10.0,10.0,10.0,10.0,10.0,8.0,"['Free City Maps', 'Free Internet Access', 'Free WiFi', 'Linen Included']","['Adaptors', 'Air Conditioning', 'Bicycle Parking', 'Breakfast Not Included', 'Common Room', 'Dryer', 'Follows Covid-19 sanitation guidance', 'Fridge/Freezer', 'Hair Dryers', 'Hot Showers', 'Microwave', 'Reading Light', 'Safe Deposit Box', 'Towels Not Included', 'Washing Machine']","['Bicycle Hire', 'Housekeeping', 'Internet Access', 'Laundry Facilities', 'Luggage Storage', 'Reception (limited hours)', 'Tours/Travel Desk']","['Bar', 'Meals Available', 'Tea & Coffee Making Facilities', 'Vending Machines']","['Board Games', 'Wi-Fi']",33.58061,130.41918
96,96,Dot Hostel&Bar,https://www.hostelworld.com/hosteldetails.php/Dot-Hostel-and-Bar/Mount-Fuji/302315,Mount Fuji,17.23,17.9,9.4,Superb,10.0,9.0,9.0,9.0,9.0,10.0,10.0,"['Free WiFi', 'Linen Included', 'Towels Included']","['Adaptors', 'Air Conditioning', 'BBQ', 'Breakfast Not Included', 'Common Room', 'Cooker', 'Fridge/Freezer', 'Hair Dryers', 'Hot Showers', 'Parking', 'Self-Catering Facilities', 'Utensils']","['Bicycle Hire', 'Internet Access', 'Laundry Facilities', 'Reception (limited hours)']","['Bar', 'Meals Available']","['Board Games', 'Wi-Fi']",35.52347,138.74386
97,97,Mt. Fuji Hostel Michael's,https://www.hostelworld.com/hosteldetails.php/Mt-Fuji-Hostel-Michael-s/Mount-Fuji/44217,Mount Fuji,24.61,15.6,9.4,Superb,9.0,9.0,10.0,9.0,9.0,10.0,10.0,"['Free City Maps', 'Free Internet Access', 'Free Parking', 'Free WiFi', 'Linen Included']","['Adaptors', 'Air Conditioning', 'Book Exchange', 'Breakfast Not Included', 'Cable TV', 'Dryer', 'Fridge/Freezer', 'Hair Dryers', 'Hot Showers', 'Key Card Access', 'Microwave', 'Outdoor Terrace', 'Parking', 'Reading Light', 'Security Lockers', 'Towels Not Included', 'Washing Machine']","['Internet Access', 'Laundry Facilities', 'Luggage Storage', 'Reception (limited hours)', 'Towels for hire']","['Tea & Coffee Making Facilities', 'Vending Machines']",['Wi-Fi'],35.49085,138.80096
98,98,K's House Mt.Fuji,https://www.hostelworld.com/hosteldetails.php/K-s-House-Mt-Fuji/Mount-Fuji/20147,Mount Fuji,21.33,16.1,10.0,Superb,10.0,10.0,10.0,10.0,10.0,10.0,10.0,"['Free City Maps', 'Free Internet Access', 'Free WiFi', 'Linen Included']","['Adaptors', 'Air Conditioning', 'Bicycle Parking', 'Breakfast Not Included', 'Card Phones', 'Common Room', 'Hair Dryers', 'Hair Dryers For Hire', 'Hot Showers', 'Outdoor Terrace', 'Parking', 'Reading Light', 'Security Lockers', 'Self-Catering Facilities', 'Washing Machine']","['Bicycle Hire', 'Fax Service', 'Internet Access', 'Late check-out', 'Laundry Facilities', 'Luggage Storage', 'Reception (limited hours)', 'Tours/Travel Desk', 'Towels for hire']","['Tea & Coffee Making Facilities', 'Vending Machines']","['Board Games', ""DVD's""]",35.50577,138.76062
99,99,14 Guest House Mt.Fuji,https://www.hostelworld.com/hosteldetails.php/14-Guest-House-Mt-Fuji/Mount-Fuji/300492,Mount Fuji,29.53,0.4,10.0,Superb,10.0,10.0,10.0,10.0,10.0,10.0,10.0,['Free WiFi'],"['Adaptors', 'Air Conditioning', 'Breakfast Not Included', 'Common Room', 'Cooker', 'Fridge/Freezer', 'Hair Dryers', 'Hot Showers', 'Meeting Rooms', 'Microwave', 'Outdoor Terrace', 'Parking', 'Reading Light', 'Security Lockers', 'Towels Not Included', 'Washing Machine']",,,,35.1399,138.71625
100,100,Irori Guest House Tenmaku,https://www.hostelworld.com/hosteldetails.php/Irori-Guest-House-Tenmaku/Hakone/290942,Hakone,28.71,3.3,10.0,Superb,10.0,10.0,10.0,10.0,10.0,10.0,10.0,"['Free Internet Access', 'Free Parking', 'Free WiFi', 'Linen Included', 'Towels Included']","['Air Conditioning', 'Breakfast Not Included', 'Common Room', 'Cooker', 'Dryer', 'Fridge/Freezer', 'Hair Dryers', 'Hair Dryers For Hire', 'Hot Showers', 'Microwave', 'Parking', 'Self-Catering Facilities', 'Utensils', 'Washing Machine']","['Internet Access', 'Laundry Facilities', 'Luggage Storage', 'Reception (limited hours)']",['Bar'],,35.24435,139.0503
101,101,Emblem Flow Hakone,https://www.hostelworld.com/hosteldetails.php/Emblem-Flow-Hakone/Hakone/293125,Hakone,20.76,3.6,9.2,Superb,10.0,8.7,9.3,9.3,9.3,8.7,9.3,"['Free City Maps', 'Free WiFi', 'Linen Included', 'Towels Included']","['Adaptors', 'Air Conditioning', 'Breakfast Not Included', 'Elevator', 'Hair Dryers', 'Meeting Rooms', 'Security Lockers']","['24 Hour Security', 'Housekeeping', 'Laundry Facilities', 'Luggage Storage', 'Reception (limited hours)']","['Bar', 'Cafe', 'Restaurant', 'Vending Machines']",['Wi-Fi'],35.25105,139.04774
102,102,Hakone Tent,https://www.hostelworld.com/hosteldetails.php/Hakone-Tent/Hakone/89021,Hakone,28.71,3.5,10.0,Superb,10.0,10.0,10.0,10.0,10.0,10.0,10.0,"['Free City Maps', 'Free Internet Access', 'Free Parking', 'Free WiFi', 'Linen Included']","['Adaptors', 'Bicycle Parking', 'Breakfast Not Included', 'Common Room', 'Hair Dryers', 'Hot Showers', 'Hot Tub', 'Outdoor Terrace', 'Parking', 'Security Lockers', 'Self-Catering Facilities', 'Washing Machine']","['Laundry Facilities', 'Luggage Storage', 'Towels for hire']","['Bar', 'Meals Available', 'Tea & Coffee Making Facilities']","[""DVD's""]",35.25131,139.04698
103,103,K's House Hakone,https://www.hostelworld.com/hosteldetails.php/K-s-House-Hakone/Hakone/101516,Hakone,28.71,7.0,10.0,Superb,10.0,10.0,10.0,10.0,10.0,10.0,10.0,"['Free City Maps', 'Free Internet Access', 'Free WiFi', 'Linen Included']","['Adaptors', 'Air Conditioning', 'Breakfast Not Included', 'Ceiling Fan', 'Common Room', 'Cooker', 'Dryer', 'Elevator', 'Fridge/Freezer', 'Hair Dryers', 'Hot Showers', 'Hot Tub', 'Microwave', 'Outdoor Terrace', 'Reading Light', 'Self-Catering Facilities', 'Washing Machine']","['Internet Access', 'Laundry Facilities', 'Luggage Storage', 'Reception (limited hours)', 'Towels for hire']","['Tea & Coffee Making Facilities', 'Vending Machines']","['Board Games', 'Wi-Fi']",35.22377,139.08938
